ACSSF,2014m5,wa,000,0004,0000032,0,415,122,173,35,50,418,128,58,127,173,178,22,22,12,22,8,10,22,5,22,22,22,22,22,22,22,22,22,22,3,22,22,22,22,22,22,22,22,22,22,22,22,107,22,22,161,22,34,22,22,3,34,22,22,56,35,22,22,22,18,35,22,22,21,56,22,22,22,22,9,22,22,22,22,50,50,8,49,22,22,22,22,22,22,22,22,22,22,22,443,139,191,71,52,403,0,128,415,122,173,35,50,418,128,58,127,122,15,91,37,22,66,43,22
ACSSF,2014m5,wa,000,0004,0000033,0,485,134,129,136,10,398,454,343,331,129,100,28,28,38,28,28,37,7,41,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,40,28,28,7,28,28,28,28,28,49,10,50,3,28,35,34,14,28,74,136,28,28,28,319,118,28,28,11,136,28,28,28,28,37,9,12,32,28,10,28,28,28,28,28,10,10,28,28,28,28,28,28,28,458,119,184,65,79,512,0,454,485,134,129,136,10,398,454,343,331,390,121,158,117,34,354,257,27
ACSSF,2014m5,wa,000,0004,0000034,0,47,17,36,26,25,29,62,26,61,36,31,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,31,19,24,19,19,19,2,24,19,15,26,19,19,19,9,20,19,19,12,12,19,19,19,19,19,19,19,19,19,25,11,11,19,19,19,22,22,19,19,19,19,19,19,19,63,10,35,9,58,37,0,62,47,17,36,26,25,29,62,26,61,62,19,64,28,19,69,19,19
ACSSF,2014m5,wa,000,0004,0000035,0,544,386,270,121,81,515,462,183,467,270,284,16,11,72,28,7,28,18,28,28,11,11,28,28,28,28,28,28,28,49,28,28,28,28,28,28,179,25,28,23,28,28,16,28,28,148,30,82,12,51,28,62,28,28,114,121,28,28,20,91,85,28,28,46,176,28,36,28,28,28,28,85,28,152,81,74,74,10,28,28,109,109,28,28,28,28,28,28,28,677,406,255,56,115,501,0,462,544,386,270,121,81,515,462,183,467,481,200,355,97,13,218,74,25
ACSSF,2014m5,wa,000,0004,0000036,0,417,70,270,62,27,440,392,223,339,270,285,28,6,33,4,25,74,9,357,6,25,17,5,25,25,63,25,25,25,22,25,25,25,25,25,5,33,25,25,41,25,25,50,25,25,148,35,31,13,17,25,21,25,17,138,62,25,25,25,19,95,25,25,20,14,22,25,25,25,25,6,57,9,25,27,32,10,31,25,25,15,13,17,9,9,25,25,25,25,483,107,169,127,134,458,0,392,417,70,270,62,27,440,392,223,339,363,113,244,135,20,226,77,35
ACSSF,2014m5,wa,000,0004,0000037,0,177,35,83,55,37,171,148,45,133,83,79,22,22,37,22,22,22,27,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12,22,22,11,22,22,22,22,22,65,22,14,22,8,11,22,22,22,23,55,14,22,47,33,32,22,22,22,16,98,22,22,22,22,25,14,41,22,37,10,22,10,22,22,6,6,22,32,32,22,22,22,22,202,35,65,53,51,176,0,148,177,35,83,55,37,171,148,45,133,148,34,111,42,22,56,54,22
ACSSF,2014m5,wa,000,0004,0000038,0,94,20,108,14,29,84,158,30,158,108,109,19,19,21,19,19,14,19,24,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,39,19,19,19,13,19,101,19,8,19,19,19,8,19,19,7,14,19,19,19,19,14,19,19,19,19,4,19,19,19,19,19,19,19,19,29,5,5,19,19,19,29,29,19,19,19,19,19,19,19,148,15,127,24,41,87,0,158,94,20,108,14,29,84,158,30,158,158,19,152,17,13,46,16,19
ACSSF,2014m5,wa,000,0004,0000039,0,1942,1481,874,1204,479,1806,2090,765,1882,874,731,44,172,216,69,67,192,114,70,16,28,67,28,28,31,79,28,14,28,152,21,28,30,28,48,38,495,11,12,128,28,28,124,14,15,451,146,207,70,97,77,152,12,182,245,1204,532,28,1101,507,1030,71,34,393,1058,271,9,165,50,40,403,880,356,213,479,806,323,864,95,184,723,685,459,167,167,28,36,174,28,2488,726,990,785,748,1907,0,2090,1942,1481,874,1204,479,1806,2090,765,1882,1885,1131,684,1025,288,1080,885,168
ACSSF,2014m5,wa,000,0004,0000040,0,92,25,34,28,6,91,46,26,40,34,22,19,19,6,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,8,19,19,19,19,19,19,19,19,18,15,16,19,19,4,15,19,19,24,28,11,19,19,21,19,19,11,38,14,19,19,19,19,5,19,12,19,19,6,6,4,6,19,19,19,19,19,19,19,19,19,19,19,102,29,17,12,21,91,0,46,92,25,34,28,6,91,46,26,40,39,16,30,21,19,26,26,19
ACSSF,2014m5,wa,000,0004,0000041,0,1074,120,253,228,222,1101,447,211,429,253,231,28,45,18,4,28,19,4,40,16,28,4,11,28,28,28,28,28,36,28,28,28,28,28,4,28,170,28,28,52,28,28,36,22,28,102,9,36,8,20,2,28,10,5,87,228,134,28,32,251,248,28,11,71,78,28,28,28,46,4,18,90,87,10,222,229,168,211,18,21,87,69,54,24,24,28,28,8,28,1054,126,317,220,441,1056,0,447,1074,120,253,228,222,1101,447,211,429,388,97,206,164,17,237,332,34
ACSSF,2014m5,wa,000,0004,0000042,0,40,31,44,23,28,39,57,12,59,44,53,19,12,24,19,19,49,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,37,19,19,48,19,19,19,19,19,19,19,19,12,23,11,19,19,13,53,19,19,15,9,19,19,19,19,19,19,8,10,19,28,25,24,19,19,6,19,19,19,19,19,19,19,12,19,67,14,28,19,29,38,0,57,40,31,44,23,28,39,57,12,59,58,31,42,22,14,12,7,19
ACSSF,2014m5,wa,000,0004,0000043,0,1822,863,675,1197,320,1656,1589,512,1602,675,602,39,106,162,51,47,98,75,158,28,6,35,13,7,28,39,62,24,28,51,28,28,28,28,25,28,425,28,28,84,39,18,45,71,28,455,88,328,101,195,65,215,51,69,283,1197,1023,11,678,972,1553,316,393,522,1410,491,27,461,100,166,326,1057,623,437,320,397,342,322,16,26,430,167,447,242,242,28,22,106,28,2175,718,812,364,546,1740,0,1589,1822,863,675,1197,320,1656,1589,512,1602,1514,743,622,964,422,700,519,239
ACSSF,2014m5,wa,000,0004,0000044,0,948,640,578,629,277,868,1010,228,1004,578,543,28,148,171,76,9,122,150,283,20,6,151,28,29,28,43,28,11,28,205,46,28,17,28,31,60,116,11,10,243,28,28,17,28,28,431,37,147,88,54,38,81,7,59,229,629,266,28,194,467,354,179,28,393,270,200,59,51,28,25,134,472,173,188,277,257,141,244,28,72,310,152,307,92,92,28,82,39,28,1170,479,536,275,316,940,0,1010,948,640,578,629,277,868,1010,228,1004,1036,535,540,498,165,478,524,45
ACSSF,2014m5,wa,000,0004,0000045,0,168,66,206,57,39,137,214,25,213,206,173,4,25,32,25,25,13,25,81,14,6,37,4,25,25,25,25,25,25,5,25,25,25,25,30,25,61,25,25,38,25,25,7,25,25,144,13,61,25,25,49,10,34,25,72,57,25,25,25,50,47,25,25,22,29,25,25,25,18,25,11,34,25,25,39,8,25,8,25,25,25,25,25,39,39,25,25,25,25,292,53,60,67,17,146,0,214,168,66,206,57,39,137,214,25,213,205,75,189,56,41,50,87,6
ACSSF,2014m5,wa,000,0004,0000046,0,979,590,383,629,173,800,1031,380,956,383,360,72,45,111,34,38,85,36,71,28,28,40,28,28,28,158,28,28,28,74,27,28,28,28,28,28,317,28,28,76,28,28,82,14,28,397,25,103,28,46,10,96,9,29,130,629,412,63,690,301,648,28,28,231,573,94,28,43,98,40,94,711,319,113,173,297,175,164,28,246,320,380,279,28,28,28,44,28,28,1311,416,425,203,299,920,0,1031,979,590,383,629,173,800,1031,380,956,951,558,391,518,188,482,366,115
ACSSF,2014m5,wa,000,0004,0000047,0,46,12,43,32,12,12,57,18,53,43,43,2,6,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,44,12,12,12,12,12,12,12,12,12,32,12,12,12,28,11,12,12,12,12,12,12,12,12,12,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,56,13,53,23,12,18,0,57,46,12,43,32,12,12,57,18,53,37,8,31,5,12,18,37,12
ACSSF,2014m5,wa,000,0004,0000048,0,697,134,282,195,69,640,353,153,304,282,246,28,21,32,28,28,13,28,28,28,28,13,28,28,28,16,28,28,28,28,28,28,28,28,28,28,14,28,28,27,28,70,6,8,28,248,184,18,28,28,28,18,28,28,33,195,76,28,28,254,54,28,28,153,63,9,14,28,28,28,44,76,9,28,69,58,55,19,28,28,44,44,28,28,28,28,28,28,28,666,120,315,150,176,666,0,353,697,134,282,195,69,640,353,153,304,339,70,165,141,98,194,95,42
ACSSF,2014m5,wa,000,0004,0000049,0,984,243,504,443,80,971,810,238,796,504,568,5,217,188,18,12,132,72,85,28,9,28,28,28,28,28,28,17,13,67,28,28,28,28,6,66,254,28,28,41,28,28,41,28,28,435,36,80,28,58,30,45,14,28,137,443,419,28,161,304,527,28,28,213,399,28,23,135,28,44,167,586,131,101,80,128,144,36,8,28,63,53,45,16,16,28,46,26,28,1115,258,328,162,167,993,0,810,984,243,504,443,80,971,810,238,796,797,300,454,395,65,290,167,63
ACSSF,2014m5,wa,000,0004,0000050,0,175,100,92,243,33,154,282,65,273,92,91,19,25,19,46,25,6,25,25,25,25,14,25,25,25,2,25,25,25,25,25,25,25,25,3,25,25,25,25,52,25,25,25,25,25,41,7,52,54,11,2,2,6,25,21,243,239,25,24,266,125,50,42,75,134,25,46,30,17,38,74,62,114,45,33,50,54,23,25,25,43,25,43,25,25,25,31,25,25,282,76,120,63,69,155,0,282,175,100,92,243,33,154,282,65,273,273,116,108,221,8,88,61,25
ACSSF,2014m5,wa,000,0004,0000051,0,2323,293,600,395,47,2505,956,567,711,600,632,33,25,181,27,68,79,184,90,28,19,13,63,28,28,64,28,28,28,11,28,28,62,28,3,13,105,13,28,219,28,28,619,76,28,367,102,81,24,50,28,59,22,28,163,395,137,28,57,137,186,28,28,112,358,28,28,49,28,28,21,328,43,33,47,39,34,20,28,28,31,23,21,28,28,28,28,34,28,2611,354,449,349,201,2332,0,956,2323,293,600,395,47,2505,956,567,711,908,218,616,211,70,592,207,56
ACSSF,2014m5,wa,000,0004,0000052,167,175,12,8,9,8,47,29,11,27,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,5,12,12,12,12,12,12,12,12,12,9,12,12,12,12,8,12,12,12,12,4,12,12,12,12,12,12,12,12,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,173,4,10,11,28,47,167,170,175,12,8,9,8,47,29,11,27,29,4,6,4,12,25,12,12
ACSSF,2014m5,wa,000,0004,0000053,286,749,25,94,63,31,720,167,131,117,94,94,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,94,19,19,19,19,19,19,19,19,19,63,16,19,19,61,52,19,19,15,19,19,19,19,19,19,19,51,19,7,31,19,19,19,19,19,31,31,19,19,19,19,19,19,19,772,60,141,105,31,710,286,308,749,25,94,63,31,720,167,131,117,168,39,90,77,12,131,21,19
